poduct name,product id,price,brand,category,date,user id,gender,age,store id,frequency
 לייף רצועת פילינג,472332,17.9, לייף, טיפוח/אמבט וניקוי גוף/ספוגי רחצה וליפות,09/11/2020,6,female,38,1,3
 ESSIE GEL COUTURE לק,561019,44.9, ESSIE, קוסמטיקה/טיפוח ציפורניים/לק ציפורניים,09/11/2020,6,female,38,1,7
 Best שלישיית קיסמי אוזניים פלסטיק בקופסא, mp-00007328,19, Best, טיפוח/אמבט וניקוי גוף/מקלוני צמר גפן,09/11/2020,6,female,38,1,3
 JIMMY CHOO COLLECTION TEMPTING ROSE א.ד.פ לאשה,616941,750, JIMMY CHOO, קוסמטיקה/בשמים/בשמים לנשים,09/11/2020,6,female,38,1,6
 MILUCCA !DRY NOW טופ קוט מייבש,575695,9.9, MILUCCA, קוסמטיקה/טיפוח ציפורניים/ייבוש לק,15/04/2022,6,female,38,1,4
 ארדל ROMANTIC ריסים מלאכותיים,383747,49.9, ארדל, קוסמטיקה/איפור עיניים/ריסים מלאכותיים,15/04/2022,6,female,38,1,8
 לייף ספוג אלמוגי פחם,601649,14.9, לייף, טיפוח/אמבט וניקוי גוף/ספוגי רחצה וליפות,15/04/2022,6,female,38,1,8
 ESSIE ALL IN ONE נייל קר,592134,62.9, ESSIE, קוסמטיקה/טיפוח ציפורניים/מחזק ציפורניים,15/04/2022,6,female,38,1,4
 פריחת הגליל סבון טבעי פריחת הגליל - בריח קוקוס וניל, mp-00018022,24.9, פריחת הגליל, טיפוח/אמבט וניקוי גוף/גל רחצה,15/04/2022,6,female,38,1,8
 לייף ספוג שלוש שכבות,475022,9.9, לייף, טיפוח/אמבט וניקוי גוף/ספוגי רחצה וליפות,15/04/2022,6,female,38,1,2
 PUPA MULTIPLAY עפרון עיניים,278993,28.8, PUPA, קוסמטיקה/איפור עיניים/עפרון עיניים,27/02/2020,6,female,38,1,7
 לייף מסיר לק מרוכז,548970,5.9, לייף, קוסמטיקה/טיפוח ציפורניים/מסירי לק,27/02/2020,6,female,38,1,10
 קימיון דם מלאכותי לפורים מארז משאבה ללא גז,642609,24.9, קימיון, קוסמטיקה/ערכות איפור/ערכות איפור,27/02/2020,6,female,38,1,5
 AQUA ספוג רחצה עדין שיש אובלי, mp-00003476,10, AQUA, טיפוח/אמבט וניקוי גוף/ספוגי רחצה וליפות,27/02/2020,6,female,38,1,2
 OPI FUNNY BUNNY  מארז לקים,639563,139.9, OPI, קוסמטיקה/טיפוח ציפורניים/לק ציפורניים,27/02/2020,6,female,38,1,9
 דאב תחליב רחצה משי עדין,342991,24.9, דאב, טיפוח/אמבט וניקוי גוף/סבונים ותחליבי רחצה,27/02/2020,6,female,38,1,4
 Spirulina Full Life קרם פנים יום לעור רגיל / מעורב מי בניאס וחוחובה, mp-00040416,118, Spirulina Full Life, טיפוח/טיפוח פנים/קרם פנים/קרם יום,16/01/2022,7,female,36,1,2
 סנסודיין Rapid relief whitning - משחת שיניים לשיניים רגישות,587738,21.9, סנסודיין, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים לשיניים רגישות,16/01/2022,7,female,36,1,5
 Best שלישיית כדורי רחצה עבה, mp-00007204,15, Best, טיפוח/אמבט וניקוי גוף/ספוגי רחצה וליפות,16/01/2022,7,female,36,1,4
 Care&Beauty Line מי פנים לעור רגיל עד שמן, mp-00032114,29.9, Care&Beauty Line, טיפוח/טיפוח פנים/ניקוי פנים/מי פנים,09/11/2020,7,female,36,1,7
 לייף אל סבון במגוון ניחוחות לשימוש יומיומי ולרחצת הגוף והידיים - פסטליים,626597,14.9, לייף, טיפוח/אמבט וניקוי גוף/סבון ידיים נוזלי,09/11/2020,7,female,36,1,4
 דוקטור עור קרם ידיים לעור יבש בניחוח פרחי בר,540246,10.4, דוקטור עור, טיפוח/טיפוח גוף/קרם ידיים,09/11/2020,7,female,36,1,4
 LIFT ME ליפט מי- סרט מתיחה+סרט מתיחה כפול לעיניים- חום, mp-00006284,195, LIFT ME, טיפוח/טיפוח פנים/ערכות אנטי אייגינג,09/11/2020,7,female,36,1,8
 הימלאיה משחת שיניים להגנה מושלמת,595471,25.9, הימלאיה, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים טבעיות,07/08/2021,7,female,36,1,4
 GOLD קרם עיניים וצוואר ממצק Gold Edition Premium, mp-00035209,119, GOLD, טיפוח/טיפוח עיניים/קרם עיניים,07/08/2021,7,female,36,1,7
 פלקסיטול משחה לשפתיים יבשות,282294,35.9, פלקסיטול, טיפוח/טיפוח פנים/תכשירי לחות לשפתיים,07/08/2021,7,female,36,1,2
 Nesti Dante סבון Marsiglia אלוורה ותאנים, mp-00050425,13.9, Nesti Dante, טיפוח/אמבט וניקוי גוף/סבון מוצק,07/08/2021,7,female,36,1,3
 פלקסיטול קרם ידיים אנטי אייגינג,614736,64.9, פלקסיטול, טיפוח/דרמוקוסמטיקה,24/09/2021,7,female,36,1,1
 סבוקלם קרם ניקוי יסודי ועדין לעור רגיש,172845,48.7, סבוקלם, טיפוח/טיפוח פנים,24/09/2021,7,female,36,1,8
 CLARINS HYDRA-ESSENTIEL באלם לחות לשפתיים,578510,109, CLARINS, טיפוח/טיפוח פנים/שפתוני לחות,24/09/2021,7,female,36,1,8
 לייף פדים קוסמטיים להסרת איפור,569758,19.9, לייף, טיפוח/אמבט וניקוי גוף/כדורי צמר גפן,24/09/2021,7,female,36,1,6
 סבוקלם קרם עיניים לחות והזנה לעור רגיש,193218,72.7, סבוקלם, טיפוח/טיפוח עיניים/קרם עיניים,06/04/2020,7,female,36,1,1
 Spirulina Full Life קרם קונטור  לטיפול בשקיות בעיניים וכתמים מי בניאס ואצות, mp-00040575,96, Spirulina Full Life, טיפוח/טיפוח עיניים/קרם עיניים,06/04/2020,7,female,36,1,9
 פלמוליב ארומה סנסיישן גל רחצה עם גרגירי פילינג,279264,16.9, פלמוליב, טיפוח/אמבט וניקוי גוף/סבונים ותחליבי רחצה,06/04/2020,7,female,36,1,7
 סבוקלם אינוביישן מסכת בד חומצה היאלרונית,608926,12.9, סבוקלם, טיפוח/טיפוח פנים/מסכות ופילינג לעור/מסכות,06/04/2020,7,female,36,1,10
 מוסטלה גל רחצה לגוף ולשיער לתינוקות וילדים,623990,50.9, מוסטלה, טיפוח/דרמוקוסמטיקה,06/04/2020,7,female,36,1,8
 לייף DENTAL מארז ראשים לסילון מים דנטלי,591613,69.9, לייף, טיפוח/היגיינת הפה/אביזרים למברשות שיניים/ראשים חלופיים למברשות שיניים מבוגרים,06/04/2020,7,female,36,1,9
 סנסודיין חוט דנטלי 50 מ,588237,19.9, סנסודיין, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/חוט דנטלי,18/12/2021,8,male,20,1,9
 Benebone עצם לעיסה סינתטית בטעמים, mp-00043425,89, Benebone, בעלי חיים/כלבים/חטיפים לכלבים,18/12/2021,8,male,20,1,8
 Absorb מטליות לחות לכלב, mp-00043600,29, Absorb, בעלי חיים/כלבים/בריאות/אמצעים נגד פרעושים וקרציות לכלבים,18/12/2021,8,male,20,1,10
 Wiggle חטיף אוזן בקר 100% טבעי, mp-00043468,25, Wiggle, בעלי חיים/כלבים/חטיפים לכלבים,18/12/2021,8,male,20,1,4
 Berko Shop מעמד לסמארטפון אוניברסלי לרכב עם מטען אלחוטי, mp-00049163,59, Berko Shop, חשמל ואלקטרוניקה/טלפונים סלולרים ואביזרים/מתקני תלייה ומעמדים לטלפון סלולרי,14/11/2021,8,male,20,1,7
 DENTAL SOURCE טוטל קלין ראשים אוניברסלים למברשת חשמלית,529373,78.9, DENTAL SOURCE, טיפוח/היגיינת הפה/אביזרים למברשות שיניים/ראשים חלופיים למברשות שיניים מבוגרים,14/11/2021,8,male,20,1,8
 PETEX מנשך דנטלי מקצועי, mp-00006900,49, PETEX, בעלי חיים/כלבים/צעצועים לכלבים,14/11/2021,8,male,20,1,3
 Patchworks כיסוי LUMINA שקוף שחור IP 12/12 PRO, mp-00011038,149, Patchworks, חשמל ואלקטרוניקה/טלפונים סלולרים ואביזרים/כיסויים לסלולריים,14/11/2021,8,male,20,1,9
 Acana אקאנה ריגינל פסיפיקה, mp-00015616,359, Acana, בעלי חיים/כלבים/מזון יבש לכלבים,14/11/2021,8,male,20,1,2
 ליסטרין שטיפת פה מנטה מרענן,217793,34.9, ליסטרין, טיפוח/היגיינת הפה/מי פה/מי פה מבוגרים,14/11/2021,8,male,20,1,5
 לייף Dental קיסם משולב מנטה משופר,419048,11.9, לייף, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,09/09/2021,8,male,20,1,6
 PETEX פטקס חטיף דנטלי - עצם קשר 11 סמ, mp-00005690,139, PETEX, בעלי חיים/כלבים/חטיפים לכלבים,09/09/2021,8,male,20,1,5
 מרידול מברשת שיניים לחניכים רגישות פרודונט אקספרט,541839,29.9, מרידול, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים מבוגרים,09/09/2021,8,male,20,1,8
 סנסודיין משחת שיניים רגישות וחניכיים,597964,34.9, סנסודיין, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים לטיפול בחניכיים,09/09/2021,8,male,20,1,2
 גרעיני עפולה קשיו קלוי (עם מלח), mp-00021685,8.8, גרעיני עפולה, מזון ומשקאות/פיצוחים ופירות יבשים,09/09/2021,8,male,20,1,1
 Acana אקאנה הריטג גור גזע קטן, mp-00015608,209, Acana, בעלי חיים/כלבים/מזון יבש לכלבים,26/09/2020,8,male,20,1,5
 אורל בי SENSITIVITY & GUM משחת שיניים - מסייעת בהסרת כתמים,622278,24.9, אורל בי, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים לשיניים רגישות,26/09/2020,8,male,20,1,6
 Zee.Dog כדור רוב המיקרוב, mp-00042443,39, Zee.Dog, בעלי חיים/כלבים/צעצועים לכלבים,26/09/2020,8,male,20,1,6
 GREEN סטנד שולחני מתקפל לנייד, mp-00047129,15, GREEN, חשמל ואלקטרוניקה/טלפונים סלולרים ואביזרים/מתקני תלייה ומעמדים לטלפון סלולרי,26/09/2020,8,male,20,1,10
 Acana אקאנה סנגלס כבש, mp-00015609,259, Acana, בעלי חיים/כלבים/מזון יבש לכלבים,04/03/2022,8,male,20,1,10
 Pitchdog טבעת משחק לכלבים מגזעים גדולים - ירוק ליים, mp-00046457,90, Pitchdog, בעלי חיים/כלבים/צעצועים לכלבים,04/03/2022,8,male,20,1,5
 Espree שמפו לכלב עץ התה ואלוורה, mp-00021548,69, Espree, בעלי חיים/כלבים/טיפוח/שמפו ומרכך לכלבים,04/03/2022,8,male,20,1,5
 קונג עצם עם חבל אחיזה דנטלי לכלבים, mp-00043140,45, קונג, בעלי חיים/כלבים/צעצועים לכלבים,04/03/2022,8,male,20,1,6
 Medics Care רצועת עיסוי מולטי פונקציונלית נטענת, mp-00021194,599, Medics Care, בריאות/רפואה טבעית/מכשירי עיסוי,23/05/2021,9,male,23,1,5
 מרידול מי פה לחניכיים רגישות,5089,26.9, מרידול, טיפוח/היגיינת הפה/מי פה/מי פה מבוגרים,23/05/2021,9,male,23,1,8
 NIKE תומך מרפק, mp-00025482,149.9, NIKE, בריאות/אביזרי אורטופדיה/תומכי מרפק,23/05/2021,9,male,23,1,7
 סנסודיין משחת שיניים רגישות וחניכיים,597964,34.9, סנסודיין, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים לטיפול בחניכיים,20/02/2022,9,male,23,1,5
 אורל בי ערכת הצחצוח הראשונה שלי - CARS,611955,79.9, אורל בי, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים חשמליות ילדים,20/02/2022,9,male,23,1,6
 טפטפים אפגל,483107,14.9, טפטפים, בריאות/רפואה טבעית/שמני גוף ושמנים ארומטיים,20/02/2022,9,male,23,1,8
 פיור אויל שמן לבנדר,166952,30, פיור אויל, בריאות/רפואה טבעית/שמני גוף ושמנים ארומטיים,15/02/2022,9,male,23,1,10
 פארו 709-מברשת שיניים רכה 4 שורות אינטרספייס,620339,25.9, פארו, טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים מבוגרים,15/02/2022,9,male,23,1,2
 לייף ויטמין C 500,623346,31.4, לייף, בריאות/תוספי תזונה/ויטמינים/ויטמין C,15/02/2022,9,male,23,1,8
 OS+ איזי נייט, mp-00009972,59, OS+, בריאות/רפואה טבעית/הרגעה טבעית,15/02/2022,9,male,23,1,9
 לייף DENTAL משחת שיניים לפעוטות מתאימה לשיני חלב בטעם תות שדה,560988,17.9, לייף, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים ילדים,15/02/2022,9,male,23,1,7
 אלטמן ויטמין C-500,351476,51.9, אלטמן, בריאות/תוספי תזונה/ויטמינים/ויטמין C,15/02/2022,9,male,23,1,7
 RIVER ברז פרח מעוצב קצר קבוע \בריסל\, mp-00000694,399, RIVER, לבית/ברזים/ברז אמבטיה,15/02/2022,9,male,23,1,10
 לייף לייף גרב אלסטית תומכת קרסול,454256,74.9, לייף, בריאות/אביזרי אורטופדיה,02/02/2020,9,male,23,1,1
 בייבי סמארט במבו הנשימה, mp-00048715,109.9, בייבי סמארט, בריאות/רפואה טבעית/הרגעה טבעית,02/02/2020,9,male,23,1,2
 Medics Care מכשיר עיסוי ידני, mp-00021241,399, Medics Care, בריאות/רפואה טבעית/מכשירי עיסוי,02/02/2020,9,male,23,1,1
 סופהרב Tab In Gum ויטמין B12 1000 מק\ג טבליות בציפוי גומי לעיסה,642550,47.2, סופהרב, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,02/02/2020,9,male,23,1,4
 סולגאר ויטמין B-12 נוזלי 2000 מק\ג,388778,74.7, סולגאר, בריאות/תוספי תזונה/ויטמינים/ויטמין B12,02/02/2020,9,male,23,1,7
 פרודונטקס משחת שיניים ללא פלואוריד,571863,32.9, פרודונטקס, טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים לטיפול בחניכיים,02/02/2020,9,male,23,1,8
 TriggerPoint רצועת נשיאה לגליל חלול - GRID Caps, mp-00042568,100, TriggerPoint, בריאות/רפואה טבעית/מכשירי עיסוי,13/03/2021,9,male,23,1,2
 יומי ויטמין C+D בטעם תפוז,623953,42.2, יומי, בריאות/תוספי תזונה/ויטמינים/ויטמין C,13/03/2021,9,male,23,1,5
 Wisdom חוט דנטלי עם ידית, mp-00010460,13, Wisdom, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/חוט דנטלי,13/03/2021,9,male,23,1,4
 Titania Solingen מגן סיליקון לחלק הקדמי של כף הרגל, mp-00053313,29, Titania Solingen, בריאות/אביזרי אורטופדיה/מדרסים ורפידות,13/03/2021,9,male,23,1,2
 נוטריקר תמצית זעפרן ספרדי מיובש 40 מ\ג,613652,146.9, נוטריקר, בריאות/רפואה טבעית/הרגעה טבעית,13/03/2021,9,male,23,1,1
 לייף Dental קיסמי שיניים משולבים בחוט דנטלי בטעם מנטה,589649,14.9, לייף, טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,13/03/2021,9,male,23,1,5
 לייף BABYS אנטי קוליק פטמות סיליקון 260 מ\ל +3,603229,19.9, לייף, תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/פטמות לבקבוקי תינוק,26/08/2020,10,female,30,1,3
 לייף BABYS סט בגד גוף ומכנסיים שרוול ארוך 100% כותנה לבן NB,544443,39.9, לייף, תינוקות ופעוטות/הלבשה לתינוקות/בגדים,26/08/2020,10,female,30,1,5
 בייבי בננה מברשת השיניים הראשונה לתינוקות, mp-00003832,49, בייבי בננה, תינוקות ופעוטות/טיפוח לתינוקות/מברשות שיניים לתינוקות,26/08/2020,10,female,30,1,8
